"Step","fold2_CISUNet_DiceCE - val-IVC","fold2_CISUNet_DiceCE - val-IVC__MIN","fold2_CISUNet_DiceCE - val-IVC__MAX","fold2_CISUNet_DiceCE - val-l_CIV","fold2_CISUNet_DiceCE - val-l_CIV__MIN","fold2_CISUNet_DiceCE - val-l_CIV__MAX","fold2_CISUNet_DiceCE - val-l_EIV","fold2_CISUNet_DiceCE - val-l_EIV__MIN","fold2_CISUNet_DiceCE - val-l_EIV__MAX","fold2_CISUNet_DiceCE - val-l_IIV","fold2_CISUNet_DiceCE - val-l_IIV__MIN","fold2_CISUNet_DiceCE - val-l_IIV__MAX","fold2_CISUNet_DiceCE - val-r_CIV","fold2_CISUNet_DiceCE - val-r_CIV__MIN","fold2_CISUNet_DiceCE - val-r_CIV__MAX","fold2_CISUNet_DiceCE - val-r_EIV","fold2_CISUNet_DiceCE - val-r_EIV__MIN","fold2_CISUNet_DiceCE - val-r_EIV__MAX","fold2_CISUNet_DiceCE - val-r_IIV","fold2_CISUNet_DiceCE - val-r_IIV__MIN","fold2_CISUNet_DiceCE - val-r_IIV__MAX","fold5_CISUNet_DiceCE - val-IVC","fold5_CISUNet_DiceCE - val-IVC__MIN","fold5_CISUNet_DiceCE - val-IVC__MAX","fold5_CISUNet_DiceCE - val-l_CIV","fold5_CISUNet_DiceCE - val-l_CIV__MIN","fold5_CISUNet_DiceCE - val-l_CIV__MAX","fold5_CISUNet_DiceCE - val-l_EIV","fold5_CISUNet_DiceCE - val-l_EIV__MIN","fold5_CISUNet_DiceCE - val-l_EIV__MAX","fold5_CISUNet_DiceCE - val-l_IIV","fold5_CISUNet_DiceCE - val-l_IIV__MIN","fold5_CISUNet_DiceCE - val-l_IIV__MAX","fold5_CISUNet_DiceCE - val-r_CIV","fold5_CISUNet_DiceCE - val-r_CIV__MIN","fold5_CISUNet_DiceCE - val-r_CIV__MAX","fold5_CISUNet_DiceCE - val-r_EIV","fold5_CISUNet_DiceCE - val-r_EIV__MIN","fold5_CISUNet_DiceCE - val-r_EIV__MAX","fold5_CISUNet_DiceCE - val-r_IIV","fold5_CISUNet_DiceCE - val-r_IIV__MIN","fold5_CISUNet_DiceCE - val-r_IIV__MAX","fold3_CISUNet_DiceCE - val-IVC","fold3_CISUNet_DiceCE - val-IVC__MIN","fold3_CISUNet_DiceCE - val-IVC__MAX","fold3_CISUNet_DiceCE - val-l_CIV","fold3_CISUNet_DiceCE - val-l_CIV__MIN","fold3_CISUNet_DiceCE - val-l_CIV__MAX","fold3_CISUNet_DiceCE - val-l_EIV","fold3_CISUNet_DiceCE - val-l_EIV__MIN","fold3_CISUNet_DiceCE - val-l_EIV__MAX","fold3_CISUNet_DiceCE - val-l_IIV","fold3_CISUNet_DiceCE - val-l_IIV__MIN","fold3_CISUNet_DiceCE - val-l_IIV__MAX","fold3_CISUNet_DiceCE - val-r_CIV","fold3_CISUNet_DiceCE - val-r_CIV__MIN","fold3_CISUNet_DiceCE - val-r_CIV__MAX","fold3_CISUNet_DiceCE - val-r_EIV","fold3_CISUNet_DiceCE - val-r_EIV__MIN","fold3_CISUNet_DiceCE - val-r_EIV__MAX","fold3_CISUNet_DiceCE - val-r_IIV","fold3_CISUNet_DiceCE - val-r_IIV__MIN","fold3_CISUNet_DiceCE - val-r_IIV__MAX","fold4_CISUNet_DiceCE - val-IVC","fold4_CISUNet_DiceCE - val-IVC__MIN","fold4_CISUNet_DiceCE - val-IVC__MAX","fold4_CISUNet_DiceCE - val-l_CIV","fold4_CISUNet_DiceCE - val-l_CIV__MIN","fold4_CISUNet_DiceCE - val-l_CIV__MAX","fold4_CISUNet_DiceCE - val-l_EIV","fold4_CISUNet_DiceCE - val-l_EIV__MIN","fold4_CISUNet_DiceCE - val-l_EIV__MAX","fold4_CISUNet_DiceCE - val-l_IIV","fold4_CISUNet_DiceCE - val-l_IIV__MIN","fold4_CISUNet_DiceCE - val-l_IIV__MAX","fold4_CISUNet_DiceCE - val-r_CIV","fold4_CISUNet_DiceCE - val-r_CIV__MIN","fold4_CISUNet_DiceCE - val-r_CIV__MAX","fold4_CISUNet_DiceCE - val-r_EIV","fold4_CISUNet_DiceCE - val-r_EIV__MIN","fold4_CISUNet_DiceCE - val-r_EIV__MAX","fold4_CISUNet_DiceCE - val-r_IIV","fold4_CISUNet_DiceCE - val-r_IIV__MIN","fold4_CISUNet_DiceCE - val-r_IIV__MAX","fold1_CISUNet_DiceCE - val-IVC","fold1_CISUNet_DiceCE - val-IVC__MIN","fold1_CISUNet_DiceCE - val-IVC__MAX","fold1_CISUNet_DiceCE - val-l_CIV","fold1_CISUNet_DiceCE - val-l_CIV__MIN","fold1_CISUNet_DiceCE - val-l_CIV__MAX","fold1_CISUNet_DiceCE - val-l_EIV","fold1_CISUNet_DiceCE - val-l_EIV__MIN","fold1_CISUNet_DiceCE - val-l_EIV__MAX","fold1_CISUNet_DiceCE - val-l_IIV","fold1_CISUNet_DiceCE - val-l_IIV__MIN","fold1_CISUNet_DiceCE - val-l_IIV__MAX","fold1_CISUNet_DiceCE - val-r_CIV","fold1_CISUNet_DiceCE - val-r_CIV__MIN","fold1_CISUNet_DiceCE - val-r_CIV__MAX","fold1_CISUNet_DiceCE - val-r_EIV","fold1_CISUNet_DiceCE - val-r_EIV__MIN","fold1_CISUNet_DiceCE - val-r_EIV__MAX","fold1_CISUNet_DiceCE - val-r_IIV","fold1_CISUNet_DiceCE - val-r_IIV__MIN","fold1_CISUNet_DiceCE - val-r_IIV__MAX"
"23","0.6947644352912903","0.6947644352912903","0.6947644352912903","0.6934049129486084","0.6934049129486084","0.6934049129486084","0.7449020743370056","0.7449020743370056","0.7449020743370056","0.4821130931377411","0.4821130931377411","0.4821130931377411","0.6366270780563354","0.6366270780563354","0.6366270780563354","0.6677091717720032","0.6677091717720032","0.6677091717720032","0.4331195056438446","0.4331195056438446","0.4331195056438446","0.5712621212005615","0.5712621212005615","0.5712621212005615","0.7399143576622009","0.7399143576622009","0.7399143576622009","0.7744280099868774","0.7744280099868774","0.7744280099868774","0.4924669861793518","0.4924669861793518","0.4924669861793518","0.2469429075717926","0.2469429075717926","0.2469429075717926","0.7634568214416504","0.7634568214416504","0.7634568214416504","0.36908844113349915","0.36908844113349915","0.36908844113349915","0.7710669636726379","0.7710669636726379","0.7710669636726379","0.6914449334144592","0.6914449334144592","0.6914449334144592","0.7639040350914001","0.7639040350914001","0.7639040350914001","0.5492501854896545","0.5492501854896545","0.5492501854896545","0.7095767259597778","0.7095767259597778","0.7095767259597778","0.709357738494873","0.709357738494873","0.709357738494873","0.48327070474624634","0.48327070474624634","0.48327070474624634","0.8358578681945801","0.8358578681945801","0.8358578681945801","0.7482797503471375","0.7482797503471375","0.7482797503471375","0.7089477777481079","0.7089477777481079","0.7089477777481079","0.5397096872329712","0.5397096872329712","0.5397096872329712","0.4801853895187378","0.4801853895187378","0.4801853895187378","0.7057414054870605","0.7057414054870605","0.7057414054870605","0.49295589327812195","0.49295589327812195","0.49295589327812195","0.7913625836372375","0.7913625836372375","0.7913625836372375","0.7221041917800903","0.7221041917800903","0.7221041917800903","0.7592869400978088","0.7592869400978088","0.7592869400978088","0.49444031715393066","0.49444031715393066","0.49444031715393066","0.7335096597671509","0.7335096597671509","0.7335096597671509","0.7356828451156616","0.7356828451156616","0.7356828451156616","0.5147010087966919","0.5147010087966919","0.5147010087966919"
"24","0.843100905418396","0.843100905418396","0.843100905418396","0.697958767414093","0.697958767414093","0.697958767414093","0.7836291193962097","0.7836291193962097","0.7836291193962097","0.47943609952926636","0.47943609952926636","0.47943609952926636","0.6872502565383911","0.6872502565383911","0.6872502565383911","0.7523666024208069","0.7523666024208069","0.7523666024208069","0.5067763328552246","0.5067763328552246","0.5067763328552246","0.8600651025772095","0.8600651025772095","0.8600651025772095","0.7395997643470764","0.7395997643470764","0.7395997643470764","0.7788704633712769","0.7788704633712769","0.7788704633712769","0.539204478263855","0.539204478263855","0.539204478263855","0.7284421920776367","0.7284421920776367","0.7284421920776367","0.7580668330192566","0.7580668330192566","0.7580668330192566","0.5114101767539978","0.5114101767539978","0.5114101767539978","0.8304597735404968","0.8304597735404968","0.8304597735404968","0.7072975635528564","0.7072975635528564","0.7072975635528564","0.7785722017288208","0.7785722017288208","0.7785722017288208","0.56807541847229","0.56807541847229","0.56807541847229","0.7360449433326721","0.7360449433326721","0.7360449433326721","0.7476592063903809","0.7476592063903809","0.7476592063903809","0.5057840943336487","0.5057840943336487","0.5057840943336487","0.8418959379196167","0.8418959379196167","0.8418959379196167","0.771396815776825","0.771396815776825","0.771396815776825","0.7845898866653442","0.7845898866653442","0.7845898866653442","0.552063524723053","0.552063524723053","0.552063524723053","0.7594994306564331","0.7594994306564331","0.7594994306564331","0.7523374557495117","0.7523374557495117","0.7523374557495117","0.5098103880882263","0.5098103880882263","0.5098103880882263","0.8563137054443359","0.8563137054443359","0.8563137054443359","0.7319718599319458","0.7319718599319458","0.7319718599319458","0.7527692914009094","0.7527692914009094","0.7527692914009094","0.5115602016448975","0.5115602016448975","0.5115602016448975","0.7452576756477356","0.7452576756477356","0.7452576756477356","0.6695696115493774","0.6695696115493774","0.6695696115493774","0.4952755868434906","0.4952755868434906","0.4952755868434906"
"25","0.7941807508468628","0.7941807508468628","0.7941807508468628","0.7050760984420776","0.7050760984420776","0.7050760984420776","0.7398102879524231","0.7398102879524231","0.7398102879524231","0.5000295639038086","0.5000295639038086","0.5000295639038086","0.6572827100753784","0.6572827100753784","0.6572827100753784","0.7110732793807983","0.7110732793807983","0.7110732793807983","0.42545968294143677","0.42545968294143677","0.42545968294143677","0.8646458983421326","0.8646458983421326","0.8646458983421326","0.7336187958717346","0.7336187958717346","0.7336187958717346","0.7773854732513428","0.7773854732513428","0.7773854732513428","0.5298556089401245","0.5298556089401245","0.5298556089401245","0.73481285572052","0.73481285572052","0.73481285572052","0.7825888395309448","0.7825888395309448","0.7825888395309448","0.4823317527770996","0.4823317527770996","0.4823317527770996","0.8357690572738647","0.8357690572738647","0.8357690572738647","0.7023327946662903","0.7023327946662903","0.7023327946662903","0.7837076187133789","0.7837076187133789","0.7837076187133789","0.570747435092926","0.570747435092926","0.570747435092926","0.7221810817718506","0.7221810817718506","0.7221810817718506","0.7466432452201843","0.7466432452201843","0.7466432452201843","0.5170556902885437","0.5170556902885437","0.5170556902885437","0.853495180606842","0.853495180606842","0.853495180606842","0.7552645206451416","0.7552645206451416","0.7552645206451416","0.787747323513031","0.787747323513031","0.787747323513031","0.5308802723884583","0.5308802723884583","0.5308802723884583","0.7751644849777222","0.7751644849777222","0.7751644849777222","0.7397782802581787","0.7397782802581787","0.7397782802581787","0.5097153186798096","0.5097153186798096","0.5097153186798096","0.8651900291442871","0.8651900291442871","0.8651900291442871","0.7431084513664246","0.7431084513664246","0.7431084513664246","0.7494323253631592","0.7494323253631592","0.7494323253631592","0.504401445388794","0.504401445388794","0.504401445388794","0.7302564382553101","0.7302564382553101","0.7302564382553101","0.7306139469146729","0.7306139469146729","0.7306139469146729","0.5297704935073853","0.5297704935073853","0.5297704935073853"
"26","0.8340432047843933","0.8340432047843933","0.8340432047843933","0.7219448089599609","0.7219448089599609","0.7219448089599609","0.7588019371032715","0.7588019371032715","0.7588019371032715","0.5137616395950317","0.5137616395950317","0.5137616395950317","0.6830742359161377","0.6830742359161377","0.6830742359161377","0.7144185304641724","0.7144185304641724","0.7144185304641724","0.4502861201763153","0.4502861201763153","0.4502861201763153","0.8468645811080933","0.8468645811080933","0.8468645811080933","0.7423129081726074","0.7423129081726074","0.7423129081726074","0.7729494571685791","0.7729494571685791","0.7729494571685791","0.5284765362739563","0.5284765362739563","0.5284765362739563","0.742439329624176","0.742439329624176","0.742439329624176","0.7946798801422119","0.7946798801422119","0.7946798801422119","0.5280002951622009","0.5280002951622009","0.5280002951622009","0.8244947791099548","0.8244947791099548","0.8244947791099548","0.7203366756439209","0.7203366756439209","0.7203366756439209","0.5588953495025635","0.5588953495025635","0.5588953495025635","0.5805120468139648","0.5805120468139648","0.5805120468139648","0.7643511891365051","0.7643511891365051","0.7643511891365051","0.7360316514968872","0.7360316514968872","0.7360316514968872","0.5057821273803711","0.5057821273803711","0.5057821273803711","0.8195761442184448","0.8195761442184448","0.8195761442184448","0.6701908111572266","0.6701908111572266","0.6701908111572266","0.7678892612457275","0.7678892612457275","0.7678892612457275","0.5401792526245117","0.5401792526245117","0.5401792526245117","0.759818434715271","0.759818434715271","0.759818434715271","0.7357422113418579","0.7357422113418579","0.7357422113418579","0.5288207530975342","0.5288207530975342","0.5288207530975342","0.8667348623275757","0.8667348623275757","0.8667348623275757","0.7348639965057373","0.7348639965057373","0.7348639965057373","0.761626124382019","0.761626124382019","0.761626124382019","0.5130537152290344","0.5130537152290344","0.5130537152290344","0.7501952648162842","0.7501952648162842","0.7501952648162842","0.7347293496131897","0.7347293496131897","0.7347293496131897","0.5075188279151917","0.5075188279151917","0.5075188279151917"
"27","0.793412446975708","0.793412446975708","0.793412446975708","0.6797338724136353","0.6797338724136353","0.6797338724136353","0.6911404132843018","0.6911404132843018","0.6911404132843018","0.5065144300460815","0.5065144300460815","0.5065144300460815","0.6693880558013916","0.6693880558013916","0.6693880558013916","0.7089982628822327","0.7089982628822327","0.7089982628822327","0.4757077693939209","0.4757077693939209","0.4757077693939209","0.8593122959136963","0.8593122959136963","0.8593122959136963","0.7444853186607361","0.7444853186607361","0.7444853186607361","0.7693704962730408","0.7693704962730408","0.7693704962730408","0.4594583809375763","0.4594583809375763","0.4594583809375763","0.7515590190887451","0.7515590190887451","0.7515590190887451","0.8009669184684753","0.8009669184684753","0.8009669184684753","0.5106605887413025","0.5106605887413025","0.5106605887413025","0.7248302698135376","0.7248302698135376","0.7248302698135376","0.7169250249862671","0.7169250249862671","0.7169250249862671","0.709747850894928","0.709747850894928","0.709747850894928","0.5555644035339355","0.5555644035339355","0.5555644035339355","0.6577854156494141","0.6577854156494141","0.6577854156494141","0.6954501867294312","0.6954501867294312","0.6954501867294312","0.4731868505477905","0.4731868505477905","0.4731868505477905","0.7836019396781921","0.7836019396781921","0.7836019396781921","0.7759033441543579","0.7759033441543579","0.7759033441543579","0.766052782535553","0.766052782535553","0.766052782535553","0.5534144043922424","0.5534144043922424","0.5534144043922424","0.7423145174980164","0.7423145174980164","0.7423145174980164","0.719178318977356","0.719178318977356","0.719178318977356","0.48427945375442505","0.48427945375442505","0.48427945375442505","0.8500480651855469","0.8500480651855469","0.8500480651855469","0.7137553095817566","0.7137553095817566","0.7137553095817566","0.7428587675094604","0.7428587675094604","0.7428587675094604","0.5012579560279846","0.5012579560279846","0.5012579560279846","0.7365602254867554","0.7365602254867554","0.7365602254867554","0.7019917964935303","0.7019917964935303","0.7019917964935303","0.5140377283096313","0.5140377283096313","0.5140377283096313"
"28","0.7548455595970154","0.7548455595970154","0.7548455595970154","0.5487959980964661","0.5487959980964661","0.5487959980964661","0.6167768239974976","0.6167768239974976","0.6167768239974976","0.5019795894622803","0.5019795894622803","0.5019795894622803","0.6547783017158508","0.6547783017158508","0.6547783017158508","0.6567972302436829","0.6567972302436829","0.6567972302436829","0.4782770872116089","0.4782770872116089","0.4782770872116089","0.6752025485038757","0.6752025485038757","0.6752025485038757","0.7141583561897278","0.7141583561897278","0.7141583561897278","0.7269346714019775","0.7269346714019775","0.7269346714019775","0.5402928590774536","0.5402928590774536","0.5402928590774536","0.6524221897125244","0.6524221897125244","0.6524221897125244","0.6416884660720825","0.6416884660720825","0.6416884660720825","0.47732919454574585","0.47732919454574585","0.47732919454574585","0.823883593082428","0.823883593082428","0.823883593082428","0.7432395219802856","0.7432395219802856","0.7432395219802856","0.7843490242958069","0.7843490242958069","0.7843490242958069","0.5672088861465454","0.5672088861465454","0.5672088861465454","0.7000460624694824","0.7000460624694824","0.7000460624694824","0.6945099830627441","0.6945099830627441","0.6945099830627441","0.5275751948356628","0.5275751948356628","0.5275751948356628","0.8388192653656006","0.8388192653656006","0.8388192653656006","0.5345514416694641","0.5345514416694641","0.5345514416694641","0.7824353575706482","0.7824353575706482","0.7824353575706482","0.5428808331489563","0.5428808331489563","0.5428808331489563","0.7450001239776611","0.7450001239776611","0.7450001239776611","0.7196334600448608","0.7196334600448608","0.7196334600448608","0.5287472009658813","0.5287472009658813","0.5287472009658813","0.8086767196655273","0.8086767196655273","0.8086767196655273","0.746802568435669","0.746802568435669","0.746802568435669","0.7555376887321472","0.7555376887321472","0.7555376887321472","0.5353885889053345","0.5353885889053345","0.5353885889053345","0.7087022662162781","0.7087022662162781","0.7087022662162781","0.7407954335212708","0.7407954335212708","0.7407954335212708","0.4549747109413147","0.4549747109413147","0.4549747109413147"
"29","0.8357752561569214","0.8357752561569214","0.8357752561569214","0.7336580753326416","0.7336580753326416","0.7336580753326416","0.7696288824081421","0.7696288824081421","0.7696288824081421","0.547629714012146","0.547629714012146","0.547629714012146","0.6781203746795654","0.6781203746795654","0.6781203746795654","0.7590937614440918","0.7590937614440918","0.7590937614440918","0.4898589849472046","0.4898589849472046","0.4898589849472046","0.8596435785293579","0.8596435785293579","0.8596435785293579","0.7635068893432617","0.7635068893432617","0.7635068893432617","0.8032331466674805","0.8032331466674805","0.8032331466674805","0.5315537452697754","0.5315537452697754","0.5315537452697754","0.7685573697090149","0.7685573697090149","0.7685573697090149","0.8122686743736267","0.8122686743736267","0.8122686743736267","0.487676203250885","0.487676203250885","0.487676203250885","0.8336032629013062","0.8336032629013062","0.8336032629013062","0.748988151550293","0.748988151550293","0.748988151550293","0.772283136844635","0.772283136844635","0.772283136844635","0.5560837984085083","0.5560837984085083","0.5560837984085083","0.7483329772949219","0.7483329772949219","0.7483329772949219","0.7954761981964111","0.7954761981964111","0.7954761981964111","0.4994027316570282","0.4994027316570282","0.4994027316570282","0.8291511535644531","0.8291511535644531","0.8291511535644531","0.7407734394073486","0.7407734394073486","0.7407734394073486","0.7832521200180054","0.7832521200180054","0.7832521200180054","0.5218266248703003","0.5218266248703003","0.5218266248703003","0.7614335417747498","0.7614335417747498","0.7614335417747498","0.7502760291099548","0.7502760291099548","0.7502760291099548","0.503239095211029","0.503239095211029","0.503239095211029","0.8636708855628967","0.8636708855628967","0.8636708855628967","0.7471761107444763","0.7471761107444763","0.7471761107444763","0.7387277483940125","0.7387277483940125","0.7387277483940125","0.48156970739364624","0.48156970739364624","0.48156970739364624","0.7355809807777405","0.7355809807777405","0.7355809807777405","0.7225849628448486","0.7225849628448486","0.7225849628448486","0.48523327708244324","0.48523327708244324","0.48523327708244324"
"30","0.8389569520950317","0.8389569520950317","0.8389569520950317","0.6814748048782349","0.6814748048782349","0.6814748048782349","0.7630345821380615","0.7630345821380615","0.7630345821380615","0.5506009459495544","0.5506009459495544","0.5506009459495544","0.655958354473114","0.655958354473114","0.655958354473114","0.7157270908355713","0.7157270908355713","0.7157270908355713","0.4917338490486145","0.4917338490486145","0.4917338490486145","0.8594723343849182","0.8594723343849182","0.8594723343849182","0.7568317651748657","0.7568317651748657","0.7568317651748657","0.771682858467102","0.771682858467102","0.771682858467102","0.5372522473335266","0.5372522473335266","0.5372522473335266","0.7658907175064087","0.7658907175064087","0.7658907175064087","0.8120774030685425","0.8120774030685425","0.8120774030685425","0.5087020397186279","0.5087020397186279","0.5087020397186279","0.8252272009849548","0.8252272009849548","0.8252272009849548","0.7597178816795349","0.7597178816795349","0.7597178816795349","0.8077717423439026","0.8077717423439026","0.8077717423439026","0.5643826723098755","0.5643826723098755","0.5643826723098755","0.7568231225013733","0.7568231225013733","0.7568231225013733","0.7802990674972534","0.7802990674972534","0.7802990674972534","0.4452274441719055","0.4452274441719055","0.4452274441719055","0.8491693735122681","0.8491693735122681","0.8491693735122681","0.7636088728904724","0.7636088728904724","0.7636088728904724","0.7306034564971924","0.7306034564971924","0.7306034564971924","0.46825650334358215","0.46825650334358215","0.46825650334358215","0.4069661498069763","0.4069661498069763","0.4069661498069763","0.722569465637207","0.722569465637207","0.722569465637207","0.48379579186439514","0.48379579186439514","0.48379579186439514","0.8227362036705017","0.8227362036705017","0.8227362036705017","0.6934022903442383","0.6934022903442383","0.6934022903442383","0.752968430519104","0.752968430519104","0.752968430519104","0.491848886013031","0.491848886013031","0.491848886013031","0.7090590000152588","0.7090590000152588","0.7090590000152588","0.7274565696716309","0.7274565696716309","0.7274565696716309","0.486393541097641","0.486393541097641","0.486393541097641"
"31","0.821812629699707","0.821812629699707","0.821812629699707","0.6768349409103394","0.6768349409103394","0.6768349409103394","0.7506446838378906","0.7506446838378906","0.7506446838378906","0.542639434337616","0.542639434337616","0.542639434337616","0.6735716462135315","0.6735716462135315","0.6735716462135315","0.7572657465934753","0.7572657465934753","0.7572657465934753","0.4965561628341675","0.4965561628341675","0.4965561628341675","0.8707231879234314","0.8707231879234314","0.8707231879234314","0.7576073408126831","0.7576073408126831","0.7576073408126831","0.799260675907135","0.799260675907135","0.799260675907135","0.5488680601119995","0.5488680601119995","0.5488680601119995","0.6517752408981323","0.6517752408981323","0.6517752408981323","0.7209195494651794","0.7209195494651794","0.7209195494651794","0.5323901772499084","0.5323901772499084","0.5323901772499084","0.839444637298584","0.839444637298584","0.839444637298584","0.7699998021125793","0.7699998021125793","0.7699998021125793","0.813930094242096","0.813930094242096","0.813930094242096","0.5901008248329163","0.5901008248329163","0.5901008248329163","0.7841790914535522","0.7841790914535522","0.7841790914535522","0.7728233933448792","0.7728233933448792","0.7728233933448792","0.5432273745536804","0.5432273745536804","0.5432273745536804","0.8306863307952881","0.8306863307952881","0.8306863307952881","0.7641549110412598","0.7641549110412598","0.7641549110412598","0.7667210102081299","0.7667210102081299","0.7667210102081299","0.5209200382232666","0.5209200382232666","0.5209200382232666","0.7524541020393372","0.7524541020393372","0.7524541020393372","0.674087405204773","0.674087405204773","0.674087405204773","0.5350304841995239","0.5350304841995239","0.5350304841995239","0.8337303400039673","0.8337303400039673","0.8337303400039673","0.7029477953910828","0.7029477953910828","0.7029477953910828","0.7008820176124573","0.7008820176124573","0.7008820176124573","0.5084132552146912","0.5084132552146912","0.5084132552146912","0.7097913026809692","0.7097913026809692","0.7097913026809692","0.7155237197875977","0.7155237197875977","0.7155237197875977","0.476742148399353","0.476742148399353","0.476742148399353"
"32","0.8450983166694641","0.8450983166694641","0.8450983166694641","0.7520454525947571","0.7520454525947571","0.7520454525947571","0.7994223833084106","0.7994223833084106","0.7994223833084106","0.5635749697685242","0.5635749697685242","0.5635749697685242","0.6997148990631104","0.6997148990631104","0.6997148990631104","0.7758665680885315","0.7758665680885315","0.7758665680885315","0.5159364938735962","0.5159364938735962","0.5159364938735962","0.8521769642829895","0.8521769642829895","0.8521769642829895","0.7625910043716431","0.7625910043716431","0.7625910043716431","0.8111505508422852","0.8111505508422852","0.8111505508422852","0.536871612071991","0.536871612071991","0.536871612071991","0.7744728326797485","0.7744728326797485","0.7744728326797485","0.6352128386497498","0.6352128386497498","0.6352128386497498","0.5210732221603394","0.5210732221603394","0.5210732221603394","0.7974632382392883","0.7974632382392883","0.7974632382392883","0.733272910118103","0.733272910118103","0.733272910118103","0.7412585020065308","0.7412585020065308","0.7412585020065308","0.5609720945358276","0.5609720945358276","0.5609720945358276","0.6847707033157349","0.6847707033157349","0.6847707033157349","0.7349807620048523","0.7349807620048523","0.7349807620048523","0.4237085282802582","0.4237085282802582","0.4237085282802582","0.8234526515007019","0.8234526515007019","0.8234526515007019","0.7690590620040894","0.7690590620040894","0.7690590620040894","0.7935267090797424","0.7935267090797424","0.7935267090797424","0.5185694098472595","0.5185694098472595","0.5185694098472595","0.7500049471855164","0.7500049471855164","0.7500049471855164","0.7587617635726929","0.7587617635726929","0.7587617635726929","0.5122348666191101","0.5122348666191101","0.5122348666191101","0.8715161681175232","0.8715161681175232","0.8715161681175232","0.7228808403015137","0.7228808403015137","0.7228808403015137","0.7742764949798584","0.7742764949798584","0.7742764949798584","0.5277732610702515","0.5277732610702515","0.5277732610702515","0.7349940538406372","0.7349940538406372","0.7349940538406372","0.78182053565979","0.78182053565979","0.78182053565979","0.5394651889801025","0.5394651889801025","0.5394651889801025"
"33","0.8297051787376404","0.8297051787376404","0.8297051787376404","0.7091755867004395","0.7091755867004395","0.7091755867004395","0.7913816571235657","0.7913816571235657","0.7913816571235657","0.5723572373390198","0.5723572373390198","0.5723572373390198","0.6767222881317139","0.6767222881317139","0.6767222881317139","0.742172360420227","0.742172360420227","0.742172360420227","0.5174561738967896","0.5174561738967896","0.5174561738967896","0.8668066263198853","0.8668066263198853","0.8668066263198853","0.7674181461334229","0.7674181461334229","0.7674181461334229","0.7876313924789429","0.7876313924789429","0.7876313924789429","0.5194119215011597","0.5194119215011597","0.5194119215011597","0.7703713178634644","0.7703713178634644","0.7703713178634644","0.8064858913421631","0.8064858913421631","0.8064858913421631","0.5368707180023193","0.5368707180023193","0.5368707180023193","0.8391941785812378","0.8391941785812378","0.8391941785812378","0.747431218624115","0.747431218624115","0.747431218624115","0.8086934685707092","0.8086934685707092","0.8086934685707092","0.5540457367897034","0.5540457367897034","0.5540457367897034","0.7208849191665649","0.7208849191665649","0.7208849191665649","0.7370619177818298","0.7370619177818298","0.7370619177818298","0.4983938932418823","0.4983938932418823","0.4983938932418823","0.8538243174552917","0.8538243174552917","0.8538243174552917","0.7453821897506714","0.7453821897506714","0.7453821897506714","0.7659180164337158","0.7659180164337158","0.7659180164337158","0.5327114462852478","0.5327114462852478","0.5327114462852478","0.7729741334915161","0.7729741334915161","0.7729741334915161","0.735836386680603","0.735836386680603","0.735836386680603","0.5219943523406982","0.5219943523406982","0.5219943523406982","0.8768607378005981","0.8768607378005981","0.8768607378005981","0.7323235273361206","0.7323235273361206","0.7323235273361206","0.7729007005691528","0.7729007005691528","0.7729007005691528","0.50701504945755","0.50701504945755","0.50701504945755","0.7551214694976807","0.7551214694976807","0.7551214694976807","0.763913094997406","0.763913094997406","0.763913094997406","0.550502359867096","0.550502359867096","0.550502359867096"
