"Step","fold5_alpha0.4_beta0.6_gamma2 - val-Aorta","fold5_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-IMA","fold5_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold5_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold5_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold5_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold5_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold5_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold5_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold5_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold5_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-Aorta","fold4_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-IMA","fold4_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold4_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold4_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold4_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold4_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold4_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold4_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold4_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold4_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-Aorta","fold3_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-IMA","fold3_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold3_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold3_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold3_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold3_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold3_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold3_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold3_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold3_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-Aorta","fold2_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-IMA","fold2_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold2_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold2_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold2_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold2_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold2_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold2_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold2_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold2_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-Aorta","fold1_alpha0.4_beta0.6_gamma2 - val-Aorta__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-Aorta__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-IMA","fold1_alpha0.4_beta0.6_gamma2 - val-IMA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-IMA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-l_CIA","fold1_alpha0.4_beta0.6_gamma2 - val-l_CIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-l_CIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-l_EIA","fold1_alpha0.4_beta0.6_gamma2 - val-l_EIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-l_EIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-l_IIA","fold1_alpha0.4_beta0.6_gamma2 - val-l_IIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-l_IIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-r_CIA","fold1_alpha0.4_beta0.6_gamma2 - val-r_CIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-r_CIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-r_EIA","fold1_alpha0.4_beta0.6_gamma2 - val-r_EIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-r_EIA__MAX","fold1_alpha0.4_beta0.6_gamma2 - val-r_IIA","fold1_alpha0.4_beta0.6_gamma2 - val-r_IIA__MIN","fold1_alpha0.4_beta0.6_gamma2 - val-r_IIA__MAX"
"210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9186455011367798","0.9186455011367798","0.9186455011367798","0.48516708612442017","0.48516708612442017","0.48516708612442017","0.8043786287307739","0.8043786287307739","0.8043786287307739","0.8275070786476135","0.8275070786476135","0.8275070786476135","0.6973292231559753","0.6973292231559753","0.6973292231559753","0.8050315380096436","0.8050315380096436","0.8050315380096436","0.7920008897781372","0.7920008897781372","0.7920008897781372","0.7047364711761475","0.7047364711761475","0.7047364711761475","0.9124172329902649","0.9124172329902649","0.9124172329902649","0.37640637159347534","0.37640637159347534","0.37640637159347534","0.7696557641029358","0.7696557641029358","0.7696557641029358","0.8013083934783936","0.8013083934783936","0.8013083934783936","0.5929262638092041","0.5929262638092041","0.5929262638092041","0.7943145036697388","0.7943145036697388","0.7943145036697388","0.8068047165870667","0.8068047165870667","0.8068047165870667","0.6172309517860413","0.6172309517860413","0.6172309517860413","0.9110260009765625","0.9110260009765625","0.9110260009765625","0.4570428431034088","0.4570428431034088","0.4570428431034088","0.8284900188446045","0.8284900188446045","0.8284900188446045","0.8228377103805542","0.8228377103805542","0.8228377103805542","0.6968724131584167","0.6968724131584167","0.6968724131584167","0.7926741242408752","0.7926741242408752","0.7926741242408752","0.8213980197906494","0.8213980197906494","0.8213980197906494","0.7115472555160522","0.7115472555160522","0.7115472555160522"
"211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9201455116271973","0.9201455116271973","0.9201455116271973","0.4720492660999298","0.4720492660999298","0.4720492660999298","0.8106600642204285","0.8106600642204285","0.8106600642204285","0.8265441060066223","0.8265441060066223","0.8265441060066223","0.7063129544258118","0.7063129544258118","0.7063129544258118","0.8035618662834167","0.8035618662834167","0.8035618662834167","0.7875803709030151","0.7875803709030151","0.7875803709030151","0.69857257604599","0.69857257604599","0.69857257604599","0.9154379367828369","0.9154379367828369","0.9154379367828369","0.3587789237499237","0.3587789237499237","0.3587789237499237","0.7855477929115295","0.7855477929115295","0.7855477929115295","0.8030104041099548","0.8030104041099548","0.8030104041099548","0.572442352771759","0.572442352771759","0.572442352771759","0.8080164790153503","0.8080164790153503","0.8080164790153503","0.7864258289337158","0.7864258289337158","0.7864258289337158","0.6268359422683716","0.6268359422683716","0.6268359422683716","0.9126076698303223","0.9126076698303223","0.9126076698303223","0.44120579957962036","0.44120579957962036","0.44120579957962036","0.8217951655387878","0.8217951655387878","0.8217951655387878","0.8184568881988525","0.8184568881988525","0.8184568881988525","0.698009192943573","0.698009192943573","0.698009192943573","0.8087075352668762","0.8087075352668762","0.8087075352668762","0.828877866268158","0.828877866268158","0.828877866268158","0.7100657820701599","0.7100657820701599","0.7100657820701599"
"212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9143344163894653","0.9143344163894653","0.9143344163894653","0.43230822682380676","0.43230822682380676","0.43230822682380676","0.7788220047950745","0.7788220047950745","0.7788220047950745","0.8064083456993103","0.8064083456993103","0.8064083456993103","0.6682222485542297","0.6682222485542297","0.6682222485542297","0.7866423726081848","0.7866423726081848","0.7866423726081848","0.7663325071334839","0.7663325071334839","0.7663325071334839","0.6652415990829468","0.6652415990829468","0.6652415990829468","0.9131397008895874","0.9131397008895874","0.9131397008895874","0.37854278087615967","0.37854278087615967","0.37854278087615967","0.7615382075309753","0.7615382075309753","0.7615382075309753","0.7510550618171692","0.7510550618171692","0.7510550618171692","0.6183512210845947","0.6183512210845947","0.6183512210845947","0.8129191398620605","0.8129191398620605","0.8129191398620605","0.7633680105209351","0.7633680105209351","0.7633680105209351","0.6319040060043335","0.6319040060043335","0.6319040060043335","0.913296103477478","0.913296103477478","0.913296103477478","0.4591512084007263","0.4591512084007263","0.4591512084007263","0.8208106756210327","0.8208106756210327","0.8208106756210327","0.8156201839447021","0.8156201839447021","0.8156201839447021","0.6913113594055176","0.6913113594055176","0.6913113594055176","0.7723650336265564","0.7723650336265564","0.7723650336265564","0.8023045063018799","0.8023045063018799","0.8023045063018799","0.695895254611969","0.695895254611969","0.695895254611969"
"213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.919806957244873","0.919806957244873","0.919806957244873","0.4541371464729309","0.4541371464729309","0.4541371464729309","0.7971255779266357","0.7971255779266357","0.7971255779266357","0.8191227912902832","0.8191227912902832","0.8191227912902832","0.6728687286376953","0.6728687286376953","0.6728687286376953","0.8039624691009521","0.8039624691009521","0.8039624691009521","0.7908822894096375","0.7908822894096375","0.7908822894096375","0.7130271196365356","0.7130271196365356","0.7130271196365356","0.9101252555847168","0.9101252555847168","0.9101252555847168","0.4557994604110718","0.4557994604110718","0.4557994604110718","0.7927355766296387","0.7927355766296387","0.7927355766296387","0.8101680278778076","0.8101680278778076","0.8101680278778076","0.6159303188323975","0.6159303188323975","0.6159303188323975","0.8079299330711365","0.8079299330711365","0.8079299330711365","0.8026518821716309","0.8026518821716309","0.8026518821716309","0.6722862720489502","0.6722862720489502","0.6722862720489502","0.9160937070846558","0.9160937070846558","0.9160937070846558","0.4495001435279846","0.4495001435279846","0.4495001435279846","0.8275831341743469","0.8275831341743469","0.8275831341743469","0.8285104036331177","0.8285104036331177","0.8285104036331177","0.6922786831855774","0.6922786831855774","0.6922786831855774","0.8159356117248535","0.8159356117248535","0.8159356117248535","0.827883243560791","0.827883243560791","0.827883243560791","0.7125603556632996","0.7125603556632996","0.7125603556632996"
"214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9101332426071167","0.9101332426071167","0.9101332426071167","0.42425960302352905","0.42425960302352905","0.42425960302352905","0.8062494397163391","0.8062494397163391","0.8062494397163391","0.8174930810928345","0.8174930810928345","0.8174930810928345","0.6654171347618103","0.6654171347618103","0.6654171347618103","0.7969629168510437","0.7969629168510437","0.7969629168510437","0.7774327993392944","0.7774327993392944","0.7774327993392944","0.686915397644043","0.686915397644043","0.686915397644043","0.9035388231277466","0.9035388231277466","0.9035388231277466","0.3474785089492798","0.3474785089492798","0.3474785089492798","0.7280676364898682","0.7280676364898682","0.7280676364898682","0.7787054777145386","0.7787054777145386","0.7787054777145386","0.602901816368103","0.602901816368103","0.602901816368103","0.7903817892074585","0.7903817892074585","0.7903817892074585","0.7887767553329468","0.7887767553329468","0.7887767553329468","0.6584235429763794","0.6584235429763794","0.6584235429763794","0.9156746864318848","0.9156746864318848","0.9156746864318848","0.43756282329559326","0.43756282329559326","0.43756282329559326","0.7858138680458069","0.7858138680458069","0.7858138680458069","0.7819743752479553","0.7819743752479553","0.7819743752479553","0.6289383172988892","0.6289383172988892","0.6289383172988892","0.7466280460357666","0.7466280460357666","0.7466280460357666","0.7948582768440247","0.7948582768440247","0.7948582768440247","0.6987640261650085","0.6987640261650085","0.6987640261650085"
"215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9125322103500366","0.9125322103500366","0.9125322103500366","0.4297800660133362","0.4297800660133362","0.4297800660133362","0.7963035106658936","0.7963035106658936","0.7963035106658936","0.8226572871208191","0.8226572871208191","0.8226572871208191","0.7110944390296936","0.7110944390296936","0.7110944390296936","0.8075121641159058","0.8075121641159058","0.8075121641159058","0.8111965656280518","0.8111965656280518","0.8111965656280518","0.7150959968566895","0.7150959968566895","0.7150959968566895","0.9151421785354614","0.9151421785354614","0.9151421785354614","0.43781688809394836","0.43781688809394836","0.43781688809394836","0.771068274974823","0.771068274974823","0.771068274974823","0.8063908815383911","0.8063908815383911","0.8063908815383911","0.633775532245636","0.633775532245636","0.633775532245636","0.8134487867355347","0.8134487867355347","0.8134487867355347","0.7997947931289673","0.7997947931289673","0.7997947931289673","0.6703342199325562","0.6703342199325562","0.6703342199325562","0.9198784828186035","0.9198784828186035","0.9198784828186035","0.4301113486289978","0.4301113486289978","0.4301113486289978","0.8216013312339783","0.8216013312339783","0.8216013312339783","0.8003556728363037","0.8003556728363037","0.8003556728363037","0.6942569017410278","0.6942569017410278","0.6942569017410278","0.8179373741149902","0.8179373741149902","0.8179373741149902","0.8043843507766724","0.8043843507766724","0.8043843507766724","0.7147578001022339","0.7147578001022339","0.7147578001022339"
"216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9170410633087158","0.9170410633087158","0.9170410633087158","0.448278546333313","0.448278546333313","0.448278546333313","0.7977344393730164","0.7977344393730164","0.7977344393730164","0.8265213370323181","0.8265213370323181","0.8265213370323181","0.6871440410614014","0.6871440410614014","0.6871440410614014","0.8281174302101135","0.8281174302101135","0.8281174302101135","0.814195990562439","0.814195990562439","0.814195990562439","0.6856563687324524","0.6856563687324524","0.6856563687324524","0.9112814664840698","0.9112814664840698","0.9112814664840698","0.4354804456233978","0.4354804456233978","0.4354804456233978","0.7789390683174133","0.7789390683174133","0.7789390683174133","0.807533323764801","0.807533323764801","0.807533323764801","0.5811898708343506","0.5811898708343506","0.5811898708343506","0.8175591230392456","0.8175591230392456","0.8175591230392456","0.7895568013191223","0.7895568013191223","0.7895568013191223","0.6507892608642578","0.6507892608642578","0.6507892608642578","0.9088901281356812","0.9088901281356812","0.9088901281356812","0.44766765832901","0.44766765832901","0.44766765832901","0.8258160948753357","0.8258160948753357","0.8258160948753357","0.8200896382331848","0.8200896382331848","0.8200896382331848","0.6825080513954163","0.6825080513954163","0.6825080513954163","0.8225793242454529","0.8225793242454529","0.8225793242454529","0.8210320472717285","0.8210320472717285","0.8210320472717285","0.7143957614898682","0.7143957614898682","0.7143957614898682"
"217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9164415001869202","0.9164415001869202","0.9164415001869202","0.43230825662612915","0.43230825662612915","0.43230825662612915","0.8019631505012512","0.8019631505012512","0.8019631505012512","0.8036083579063416","0.8036083579063416","0.8036083579063416","0.7167552709579468","0.7167552709579468","0.7167552709579468","0.8218382000923157","0.8218382000923157","0.8218382000923157","0.8004722595214844","0.8004722595214844","0.8004722595214844","0.6666985750198364","0.6666985750198364","0.6666985750198364","0.9114089012145996","0.9114089012145996","0.9114089012145996","0.29844337701797485","0.29844337701797485","0.29844337701797485","0.7879807949066162","0.7879807949066162","0.7879807949066162","0.7957571744918823","0.7957571744918823","0.7957571744918823","0.6299707293510437","0.6299707293510437","0.6299707293510437","0.8000839948654175","0.8000839948654175","0.8000839948654175","0.7911913990974426","0.7911913990974426","0.7911913990974426","0.6204831004142761","0.6204831004142761","0.6204831004142761","0.9119566679000854","0.9119566679000854","0.9119566679000854","0.4267960488796234","0.4267960488796234","0.4267960488796234","0.8168190121650696","0.8168190121650696","0.8168190121650696","0.8243424296379089","0.8243424296379089","0.8243424296379089","0.6739027500152588","0.6739027500152588","0.6739027500152588","0.8143438100814819","0.8143438100814819","0.8143438100814819","0.8205701112747192","0.8205701112747192","0.8205701112747192","0.718768835067749","0.718768835067749","0.718768835067749"
"218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9125176668167114","0.9125176668167114","0.9125176668167114","0.4635131359100342","0.4635131359100342","0.4635131359100342","0.7826074361801147","0.7826074361801147","0.7826074361801147","0.7771720886230469","0.7771720886230469","0.7771720886230469","0.6862214803695679","0.6862214803695679","0.6862214803695679","0.7908884286880493","0.7908884286880493","0.7908884286880493","0.7812173962593079","0.7812173962593079","0.7812173962593079","0.6975510120391846","0.6975510120391846","0.6975510120391846","0.9014742374420166","0.9014742374420166","0.9014742374420166","0.367165207862854","0.367165207862854","0.367165207862854","0.7846629619598389","0.7846629619598389","0.7846629619598389","0.786296546459198","0.786296546459198","0.786296546459198","0.551307201385498","0.551307201385498","0.551307201385498","0.7878687381744385","0.7878687381744385","0.7878687381744385","0.7889758348464966","0.7889758348464966","0.7889758348464966","0.5741485953330994","0.5741485953330994","0.5741485953330994","0.9176534414291382","0.9176534414291382","0.9176534414291382","0.4375491738319397","0.4375491738319397","0.4375491738319397","0.8159107565879822","0.8159107565879822","0.8159107565879822","0.8229608535766602","0.8229608535766602","0.8229608535766602","0.6444757580757141","0.6444757580757141","0.6444757580757141","0.8195124268531799","0.8195124268531799","0.8195124268531799","0.8281391859054565","0.8281391859054565","0.8281391859054565","0.6998061537742615","0.6998061537742615","0.6998061537742615"
"219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9196920990943909","0.9196920990943909","0.9196920990943909","0.4825615882873535","0.4825615882873535","0.4825615882873535","0.797278642654419","0.797278642654419","0.797278642654419","0.8170019388198853","0.8170019388198853","0.8170019388198853","0.7075543403625488","0.7075543403625488","0.7075543403625488","0.7998703718185425","0.7998703718185425","0.7998703718185425","0.8169562816619873","0.8169562816619873","0.8169562816619873","0.7205711603164673","0.7205711603164673","0.7205711603164673","0.9082826375961304","0.9082826375961304","0.9082826375961304","0.47033435106277466","0.47033435106277466","0.47033435106277466","0.791643500328064","0.791643500328064","0.791643500328064","0.7937877774238586","0.7937877774238586","0.7937877774238586","0.6245182752609253","0.6245182752609253","0.6245182752609253","0.8030368089675903","0.8030368089675903","0.8030368089675903","0.7833975553512573","0.7833975553512573","0.7833975553512573","0.6600523591041565","0.6600523591041565","0.6600523591041565","0.9123589992523193","0.9123589992523193","0.9123589992523193","0.4633781611919403","0.4633781611919403","0.4633781611919403","0.8128267526626587","0.8128267526626587","0.8128267526626587","0.8173768520355225","0.8173768520355225","0.8173768520355225","0.6741378903388977","0.6741378903388977","0.6741378903388977","0.8096194267272949","0.8096194267272949","0.8096194267272949","0.8281057476997375","0.8281057476997375","0.8281057476997375","0.7052305340766907","0.7052305340766907","0.7052305340766907"
"220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9179903268814087","0.9179903268814087","0.9179903268814087","0.46229544281959534","0.46229544281959534","0.46229544281959534","0.8081390261650085","0.8081390261650085","0.8081390261650085","0.8237544298171997","0.8237544298171997","0.8237544298171997","0.6976216435432434","0.6976216435432434","0.6976216435432434","0.8050363063812256","0.8050363063812256","0.8050363063812256","0.7944192290306091","0.7944192290306091","0.7944192290306091","0.7135223150253296","0.7135223150253296","0.7135223150253296","0.9126980304718018","0.9126980304718018","0.9126980304718018","0.48440495133399963","0.48440495133399963","0.48440495133399963","0.7810102701187134","0.7810102701187134","0.7810102701187134","0.8068329691886902","0.8068329691886902","0.8068329691886902","0.616376519203186","0.616376519203186","0.616376519203186","0.8130495548248291","0.8130495548248291","0.8130495548248291","0.8009486794471741","0.8009486794471741","0.8009486794471741","0.6389739513397217","0.6389739513397217","0.6389739513397217","0.9178555011749268","0.9178555011749268","0.9178555011749268","0.43368953466415405","0.43368953466415405","0.43368953466415405","0.806850254535675","0.806850254535675","0.806850254535675","0.8113119602203369","0.8113119602203369","0.8113119602203369","0.6658334732055664","0.6658334732055664","0.6658334732055664","0.8051465749740601","0.8051465749740601","0.8051465749740601","0.8259055614471436","0.8259055614471436","0.8259055614471436","0.6955856680870056","0.6955856680870056","0.6955856680870056"
"221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9199170470237732","0.9199170470237732","0.9199170470237732","0.4836188554763794","0.4836188554763794","0.4836188554763794","0.7965534925460815","0.7965534925460815","0.7965534925460815","0.8164162635803223","0.8164162635803223","0.8164162635803223","0.7140145301818848","0.7140145301818848","0.7140145301818848","0.7952984571456909","0.7952984571456909","0.7952984571456909","0.8113541603088379","0.8113541603088379","0.8113541603088379","0.7018698453903198","0.7018698453903198","0.7018698453903198","0.912574052810669","0.912574052810669","0.912574052810669","0.43083590269088745","0.43083590269088745","0.43083590269088745","0.7832872867584229","0.7832872867584229","0.7832872867584229","0.8053580522537231","0.8053580522537231","0.8053580522537231","0.6382121443748474","0.6382121443748474","0.6382121443748474","0.7995451092720032","0.7995451092720032","0.7995451092720032","0.7988764643669128","0.7988764643669128","0.7988764643669128","0.6094915866851807","0.6094915866851807","0.6094915866851807","0.9167032241821289","0.9167032241821289","0.9167032241821289","0.4873591661453247","0.4873591661453247","0.4873591661453247","0.8255939483642578","0.8255939483642578","0.8255939483642578","0.8187624216079712","0.8187624216079712","0.8187624216079712","0.6603375673294067","0.6603375673294067","0.6603375673294067","0.8253908157348633","0.8253908157348633","0.8253908157348633","0.8275776505470276","0.8275776505470276","0.8275776505470276","0.7304171919822693","0.7304171919822693","0.7304171919822693"
"222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9199272394180298","0.9199272394180298","0.9199272394180298","0.49381208419799805","0.49381208419799805","0.49381208419799805","0.8015615344047546","0.8015615344047546","0.8015615344047546","0.8181586265563965","0.8181586265563965","0.8181586265563965","0.7196623682975769","0.7196623682975769","0.7196623682975769","0.8353139758110046","0.8353139758110046","0.8353139758110046","0.8186389207839966","0.8186389207839966","0.8186389207839966","0.7321622371673584","0.7321622371673584","0.7321622371673584","0.9066237211227417","0.9066237211227417","0.9066237211227417","0.4602898955345154","0.4602898955345154","0.4602898955345154","0.7824039459228516","0.7824039459228516","0.7824039459228516","0.8164975643157959","0.8164975643157959","0.8164975643157959","0.6322298049926758","0.6322298049926758","0.6322298049926758","0.8039232492446899","0.8039232492446899","0.8039232492446899","0.8115907907485962","0.8115907907485962","0.8115907907485962","0.6675479412078857","0.6675479412078857","0.6675479412078857","0.9200103282928467","0.9200103282928467","0.9200103282928467","0.4791896343231201","0.4791896343231201","0.4791896343231201","0.8252282738685608","0.8252282738685608","0.8252282738685608","0.8191544413566589","0.8191544413566589","0.8191544413566589","0.679754912853241","0.679754912853241","0.679754912853241","0.8144605159759521","0.8144605159759521","0.8144605159759521","0.8298503160476685","0.8298503160476685","0.8298503160476685","0.7233434915542603","0.7233434915542603","0.7233434915542603"
"223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9100973010063171","0.9100973010063171","0.9100973010063171","0.44252485036849976","0.44252485036849976","0.44252485036849976","0.7985257506370544","0.7985257506370544","0.7985257506370544","0.8248991370201111","0.8248991370201111","0.8248991370201111","0.7123961448669434","0.7123961448669434","0.7123961448669434","0.8286858201026917","0.8286858201026917","0.8286858201026917","0.8173224925994873","0.8173224925994873","0.8173224925994873","0.673862636089325","0.673862636089325","0.673862636089325","0.9096416234970093","0.9096416234970093","0.9096416234970093","0.4385303854942322","0.4385303854942322","0.4385303854942322","0.7394863963127136","0.7394863963127136","0.7394863963127136","0.8008584380149841","0.8008584380149841","0.8008584380149841","0.5713668465614319","0.5713668465614319","0.5713668465614319","0.7887207865715027","0.7887207865715027","0.7887207865715027","0.7995790243148804","0.7995790243148804","0.7995790243148804","0.6331325769424438","0.6331325769424438","0.6331325769424438","0.9079827070236206","0.9079827070236206","0.9079827070236206","0.47742822766304016","0.47742822766304016","0.47742822766304016","0.8249887228012085","0.8249887228012085","0.8249887228012085","0.8154631853103638","0.8154631853103638","0.8154631853103638","0.6853141784667969","0.6853141784667969","0.6853141784667969","0.8195793032646179","0.8195793032646179","0.8195793032646179","0.8213858604431152","0.8213858604431152","0.8213858604431152","0.7018148899078369","0.7018148899078369","0.7018148899078369"
